Respondent_ID,Segment,Gender,Q1_Age,Q2_Nationality,Q3_Income_Bracket,Q3_Income_AED_Month,Q4_Living_Situation,Q5_Area_Dubai,Q6_Num_Apps_Used,Q7_Monthly_Service_Spend_AED,Q8_Hours_Logistics_Per_Week,Q9_Uses_Laundry,Q9_Uses_Cleaning,Q9_Uses_Carwash,Q9_Uses_Grocery,Q9_Uses_Salon,Q9_Uses_Maintenance,Q9_Uses_Petcare,Q9_Uses_Airport,Q9_Uses_Concierge,Q10_Satisfaction_Current,Q11_Problem_Frequency,Q12_Pain_Score_1to10,Q13_Primary_Frustration,Q14_Importance_One_App,Q15_Freq_Laundry,Q15_Freq_Cleaning,Q15_Freq_Carwash,Q15_Freq_Grocery,Q15_Freq_Salon,Q15_Freq_Maintenance,Q15_Freq_Petcare,Q16_Car_Ownership,Q17_Pet_Ownership,Q18_Subscription_Intent,Q19_WTP_AED_Month,Q19_WTP_Category,Q20_Preferred_Payment,Q21_Rank_Laundry,Q21_Rank_Cleaning,Q21_Rank_Carwash,Q21_Rank_Grocery,Q21_Rank_Salon,Q21_Rank_Maintenance,Q21_Rank_Petcare,Q21_Rank_Airport,Q21_Rank_Concierge,Q22_AI_Comfort,Q23_Existing_Subscriptions,Q24_Trust_Driver,Q25_LifeScore,Would_Subscribe
LP0745,Busy Professional,Male,30,Pakistani,3,14500.0,Couple no kids,International City/Al Quoz,7,600.0,4,0,1,1,0,1,1,0,1,0,3,4,9.1,Too many apps to manage,5,2,3,3,5,3,2,2,Family car,No pets,5,170.0,AED 100-199,Monthly subscription,0,3,0,1,2,0,0,0,0,5,1,Peer recommendation,3,1
LP0746,Nuclear Family,Male,41,Pakistani,3,16300.0,Family with kids,Downtown/Business Bay,8,2750.0,3,1,1,1,1,0,1,1,0,1,3,3,8.1,Too many apps to manage,4,3,5,4,3,3,3,2,No car,No pets,4,380.0,AED 300-399,Pay per use + discount,0,1,2,3,0,0,0,0,0,4,1,Verified partners,2,1
LP0747,Budget Expat,Female,28,Indian,2,6900.0,Flatmates,International City/Al Quoz,4,420.0,2,1,1,1,1,1,0,0,0,0,3,4,3.8,Unreliable quality/timing,5,2,1,1,4,2,2,1,No car,No pets,3,180.0,AED 100-199,Pay per use + discount,0,0,0,1,2,3,0,0,0,3,1,Free trial,2,0
LP0748,Busy Professional,Male,35,Indian,5,63600.0,Living alone,JLT/Marina,4,1330.0,3,1,1,0,1,1,1,0,0,0,3,4,8.1,Unreliable quality/timing,5,3,3,2,4,5,3,1,Own car,One pet,4,550.0,AED 500-749,Annual subscription,0,3,0,2,1,0,0,0,0,3,1,Cancellation policy,1,1
LP0749,Premium Resident,Male,44,Arab,4,24200.0,Living alone,International City/Al Quoz,6,3560.0,3,1,1,1,1,1,1,1,1,1,2,3,7.8,No personalisation,4,4,4,3,4,5,4,1,Own car,No pets,3,440.0,AED 400-499,Annual subscription,2,0,0,0,1,3,0,0,0,4,3,Peer recommendation,4,1
LP0750,Budget Expat,Female,30,Other,2,9000.0,Flatmates,Deira/Bur Dubai,13,880.0,4,1,1,1,1,1,0,0,0,1,3,3,9.5,Too many apps to manage,3,4,1,2,4,3,2,2,No car,No pets,4,130.0,AED 100-199,Flexible credits,1,0,0,2,3,0,0,0,0,3,0,Verified partners,3,0
LP0751,Busy Professional,Female,27,British/Western,2,9500.0,Living alone,Mirdif/Sports City,8,1100.0,5,1,0,1,1,1,0,0,0,0,3,5,7.4,Hard to book and track,4,4,5,3,5,4,3,2,Own car,One pet,5,240.0,AED 200-299,Annual subscription,0,1,0,2,3,0,0,0,0,4,2,Verified partners,4,1
LP0752,Nuclear Family,Female,41,Indian,3,13000.0,Couple no kids,Mirdif/Sports City,7,1690.0,2,1,1,1,1,1,0,1,1,0,3,4,6.3,Unreliable quality/timing,4,4,4,4,4,4,5,2,Own car,No pets,5,310.0,AED 300-399,Annual subscription,0,0,3,0,2,1,0,0,0,4,1,Transparent pricing,3,1
LP0753,Nuclear Family,Male,33,British/Western,3,11600.0,Family with kids,Downtown/Business Bay,6,2700.0,3,0,1,1,1,1,0,1,1,0,3,4,6.1,Hard to book and track,4,2,5,3,5,2,3,2,Family car,One pet,5,300.0,AED 300-399,Monthly subscription,0,2,3,1,0,0,0,0,0,3,1,Free trial,5,1
LP0754,Busy Professional,Male,26,Filipino,4,25400.0,Living alone,Mirdif/Sports City,8,1360.0,5,0,1,1,1,1,0,0,0,0,3,5,8.5,Hard to book and track,3,5,4,4,4,4,2,2,Own car,No pets,5,250.0,AED 200-299,Monthly subscription,1,2,3,0,0,0,0,0,0,5,2,Transparent pricing,3,1
LP0755,Nuclear Family,Female,40,Indian,3,14900.0,Extended family,Deira/Bur Dubai,4,2450.0,5,1,1,1,0,0,0,1,0,0,3,2,5.1,Too expensive,4,4,5,4,3,1,3,1,Family car,One pet,5,1020.0,AED 750+,Flexible credits,3,1,2,0,0,0,0,0,0,3,1,Verified partners,3,1
LP0756,Budget Expat,Male,27,Other,2,6800.0,Extended family,International City/Al Quoz,5,390.0,3,1,0,0,1,0,1,1,0,0,4,2,5.7,Unreliable quality/timing,2,2,2,2,2,2,3,1,Own car,No pets,2,160.0,AED 100-199,Pay per use + discount,0,0,3,2,0,1,0,0,0,4,2,Peer recommendation,4,0
LP0757,Budget Expat,Male,29,Pakistani,3,18500.0,Flatmates,Deira/Bur Dubai,4,430.0,2,1,0,1,1,1,0,0,0,0,2,3,6.4,Hard to book and track,3,4,3,2,3,4,2,1,No car,No pets,3,150.0,AED 100-199,Flexible credits,2,3,0,0,1,0,0,0,0,3,1,Transparent pricing,4,0
LP0758,Busy Professional,Male,24,Pakistani,3,16800.0,Couple no kids,JLT/Marina,8,1130.0,3,1,1,1,1,1,1,0,1,0,2,4,9.5,Unreliable quality/timing,5,2,4,4,5,5,1,3,Own car,No pets,5,320.0,AED 300-399,Pay per use + discount,0,0,3,2,1,0,0,0,0,3,1,Peer recommendation,2,1
LP0759,Nuclear Family,Male,33,Indian,1,3300.0,Couple no kids,International City/Al Quoz,8,1770.0,3,0,1,0,1,0,1,0,0,1,2,3,7.2,Too many apps to manage,4,5,3,3,5,3,5,2,Own car,One pet,3,400.0,AED 400-499,Monthly subscription,3,0,0,2,0,1,0,0,0,4,3,Peer recommendation,1,1
LP0760,Premium Resident,Female,41,Emirati,5,78300.0,Living alone,Palm/Emirates Hills,8,8870.0,4,1,1,1,1,1,0,1,1,1,3,5,7.2,No personalisation,2,4,4,3,3,4,3,3,Own car,No pets,4,930.0,AED 750+,Pay per use + discount,1,2,0,0,3,0,0,0,0,5,1,Verified partners,3,1
LP0761,Premium Resident,Male,46,Indian,5,69800.0,Couple no kids,Mirdif/Sports City,5,4060.0,3,1,1,1,1,1,1,1,0,1,3,2,5.1,Too many apps to manage,5,4,5,3,4,3,3,2,Own car,No pets,4,950.0,AED 750+,Annual subscription,2,1,0,3,0,0,0,0,0,3,3,Data privacy,3,1
LP0762,Budget Expat,Male,37,Arab,3,19500.0,Flatmates,International City/Al Quoz,4,500.0,1,0,0,0,1,0,0,0,1,0,2,4,7.6,Unreliable quality/timing,3,2,1,3,4,3,1,1,No car,One pet,4,170.0,AED 100-199,Pay per use + discount,0,0,0,1,2,0,0,3,0,2,2,Transparent pricing,3,0
LP0763,Budget Expat,Male,28,Filipino,3,11400.0,Family with kids,Downtown/Business Bay,5,410.0,3,1,1,0,0,0,0,1,0,0,2,2,5.5,Too many apps to manage,3,1,3,4,4,3,2,1,No car,One pet,3,230.0,AED 200-299,Annual subscription,0,3,2,1,0,0,0,0,0,3,0,Transparent pricing,4,0
LP0764,Budget Expat,Male,26,Pakistani,3,12900.0,Flatmates,International City/Al Quoz,4,650.0,2,1,1,0,1,0,1,0,0,0,3,3,4.2,Too expensive,4,4,2,1,4,2,2,1,No car,No pets,1,220.0,AED 200-299,Flexible credits,2,0,0,1,0,3,0,0,0,3,1,Cancellation policy,5,0
LP0765,Nuclear Family,Prefer not to say,40,Pakistani,3,14100.0,Family with kids,Mirdif/Sports City,7,1260.0,5,0,1,0,1,1,0,0,0,0,4,2,4.8,Unreliable quality/timing,4,5,5,2,4,4,4,2,Own car,Multiple pets,4,550.0,AED 500-749,Monthly subscription,1,2,0,3,0,0,0,0,0,3,2,Data privacy,3,1
LP0766,Busy Professional,Female,26,Indian,3,19300.0,Living alone,JLT/Marina,6,800.0,3,1,0,1,1,1,1,1,1,1,2,3,6.0,Too many apps to manage,5,5,3,4,5,3,2,1,No car,No pets,4,260.0,AED 200-299,Annual subscription,2,0,3,1,0,0,0,0,0,5,3,Free trial,2,1
LP0767,Nuclear Family,Male,35,Indian,3,15000.0,Family with kids,Downtown/Business Bay,3,4930.0,3,1,1,1,1,1,1,1,1,1,3,3,6.6,Hard to book and track,4,4,4,3,5,2,4,2,Own car,One pet,5,350.0,AED 300-399,Pay per use + discount,0,2,0,1,0,3,0,0,0,4,3,Verified partners,3,1
LP0768,Nuclear Family,Male,38,Indian,1,3200.0,Family with kids,Mirdif/Sports City,4,1660.0,3,1,1,1,1,1,0,0,0,0,2,3,10.0,Hard to book and track,4,3,4,3,4,4,4,1,No car,One pet,4,200.0,AED 200-299,Annual subscription,0,0,0,2,1,3,0,0,0,4,2,Transparent pricing,3,1
LP0769,Budget Expat,Male,25,Pakistani,2,7200.0,Flatmates,Deira/Bur Dubai,4,520.0,2,1,1,0,0,0,1,0,0,0,2,2,4.5,Too expensive,4,4,2,1,2,3,3,1,No car,No pets,4,290.0,AED 200-299,Monthly subscription,1,0,0,0,3,2,0,0,0,3,0,Free trial,4,1
LP0770,Busy Professional,Male,30,Arab,2,5400.0,Living alone,JLT/Marina,7,1010.0,4,1,1,0,1,1,0,0,0,0,4,3,7.3,Too expensive,4,4,3,3,4,2,1,1,Family car,No pets,5,290.0,AED 200-299,Monthly subscription,2,0,3,1,0,0,0,0,0,4,3,Peer recommendation,3,1
LP0771,Nuclear Family,Female,40,Arab,1,4300.0,Family with kids,International City/Al Quoz,7,3090.0,5,1,1,1,1,1,1,0,1,0,2,3,7.4,Too many apps to manage,4,5,4,3,4,3,3,2,Family car,No pets,3,260.0,AED 200-299,Annual subscription,1,3,0,2,0,0,0,0,0,3,1,Verified partners,3,0
LP0772,Budget Expat,Male,23,Indian,1,3600.0,Living alone,International City/Al Quoz,7,280.0,1,1,1,0,1,1,0,0,1,0,4,3,4.1,Too many apps to manage,3,3,3,2,4,1,1,1,No car,No pets,2,150.0,AED 100-199,Pay per use + discount,0,2,0,1,0,0,0,3,0,3,1,Transparent pricing,3,0
LP0773,Nuclear Family,Male,42,Filipino,1,3200.0,Family with kids,Other,8,2000.0,4,1,1,0,1,0,1,0,0,1,2,4,6.3,Too many apps to manage,4,4,4,3,4,4,3,2,Family car,One pet,5,340.0,AED 300-399,Monthly subscription,3,1,0,2,0,0,0,0,0,3,3,Free trial,3,1
LP0774,Busy Professional,Female,33,Pakistani,4,28300.0,Couple no kids,JLT/Marina,8,970.0,4,1,1,1,1,1,0,0,1,0,2,4,8.3,Too expensive,5,3,4,3,5,4,3,2,Own car,One pet,4,290.0,AED 200-299,Pay per use + discount,0,3,0,1,2,0,0,0,0,4,3,Free trial,1,1
LP0775,Budget Expat,Male,27,Pakistani,2,5600.0,Flatmates,International City/Al Quoz,5,460.0,2,0,1,0,1,1,0,0,0,0,3,3,5.4,Unreliable quality/timing,3,4,1,2,2,1,2,2,Own car,No pets,3,150.0,AED 100-199,Annual subscription,1,0,2,3,0,0,0,0,0,2,1,Verified partners,3,0
LP0776,Busy Professional,Male,31,Indian,4,31000.0,Living alone,JLT/Marina,9,1330.0,4,1,1,1,1,0,1,0,0,0,2,4,6.3,Too many apps to manage,4,4,3,4,5,2,1,2,Own car,One pet,4,240.0,AED 200-299,Pay per use + discount,2,0,3,1,0,0,0,0,0,4,0,Free trial,3,1
LP0777,Nuclear Family,Female,40,Pakistani,3,18500.0,Family with kids,Mirdif/Sports City,7,1480.0,5,1,1,1,1,1,1,1,0,0,2,4,6.4,Too many apps to manage,4,5,4,5,3,3,4,2,Own car,Multiple pets,5,270.0,AED 200-299,Annual subscription,1,3,2,0,0,0,0,0,0,3,2,Cancellation policy,3,1
LP0778,Premium Resident,Female,53,Indian,4,29700.0,Couple no kids,Other,8,5240.0,2,1,1,0,0,1,1,1,1,1,2,2,6.1,No cross-service loyalty,3,5,4,5,4,4,5,1,Family car,No pets,4,1150.0,AED 750+,Monthly subscription,3,0,2,0,0,1,0,0,0,4,3,Transparent pricing,3,1
LP0779,Busy Professional,Male,34,Indian,5,83000.0,Living alone,JLT/Marina,8,770.0,3,1,1,1,1,0,1,0,0,0,2,3,8.4,Hard to book and track,1,4,4,5,4,2,3,2,No car,No pets,5,460.0,AED 400-499,Annual subscription,0,2,1,3,0,0,0,0,0,5,2,Free trial,3,1
LP0780,Busy Professional,Female,33,Indian,4,26600.0,Living alone,International City/Al Quoz,6,1070.0,4,1,1,1,1,1,0,1,0,0,3,3,7.5,Too many apps to manage,5,5,4,3,4,3,1,2,Own car,One pet,4,510.0,AED 500-749,Monthly subscription,1,2,0,3,0,0,0,0,0,3,3,Data privacy,3,1
LP0781,Busy Professional,Male,33,Indian,3,11600.0,Couple no kids,JLT/Marina,6,810.0,4,1,1,0,1,1,0,0,1,1,3,5,6.0,Too many apps to manage,3,4,4,4,2,2,2,2,Own car,No pets,4,250.0,AED 200-299,Monthly subscription,1,2,3,0,0,0,0,0,0,4,3,Cancellation policy,2,0
LP0782,Budget Expat,Male,28,Pakistani,1,2800.0,Couple no kids,International City/Al Quoz,5,360.0,3,1,1,1,1,1,0,0,0,0,2,2,5.4,Too expensive,1,3,2,2,3,3,2,2,No car,No pets,3,170.0,AED 100-199,Pay per use + discount,2,0,0,3,1,0,0,0,0,2,0,Transparent pricing,2,0
LP0783,Nuclear Family,Male,44,Indian,4,20700.0,Family with kids,Mirdif/Sports City,8,2510.0,4,1,0,0,0,1,0,0,0,0,4,4,6.1,No personalisation,4,4,5,3,3,3,4,1,Family car,One pet,3,290.0,AED 200-299,Pay per use + discount,2,1,0,0,0,3,0,0,0,4,1,Verified partners,3,0
LP0784,Busy Professional,Male,29,Filipino,3,11900.0,Living alone,JLT/Marina,7,1290.0,5,1,1,1,1,1,0,0,1,0,2,5,6.7,Unreliable quality/timing,4,5,3,4,4,4,2,1,Own car,One pet,3,490.0,AED 400-499,Annual subscription,1,0,3,0,2,0,0,0,0,4,2,Free trial,3,1
LP0785,Nuclear Family,Female,19,British/Western,3,14100.0,Living alone,Mirdif/Sports City,6,3580.0,4,1,1,1,1,1,1,0,0,0,2,4,8.3,Too many apps to manage,3,5,4,2,5,2,2,2,Family car,One pet,5,400.0,AED 400-499,Flexible credits,1,3,0,2,0,0,0,0,0,3,2,Peer recommendation,3,1
LP0786,Nuclear Family,Female,37,Indian,2,6500.0,Family with kids,International City/Al Quoz,8,1150.0,4,1,1,0,1,1,1,0,0,1,3,3,8.3,Unreliable quality/timing,4,4,5,3,4,3,3,1,Own car,No pets,5,250.0,AED 200-299,Monthly subscription,3,1,0,2,0,0,0,0,0,4,1,Free trial,2,1
LP0787,Nuclear Family,Female,41,Indian,3,15700.0,Family with kids,Deira/Bur Dubai,6,2280.0,3,1,1,1,1,1,0,1,0,0,3,3,7.6,Too many apps to manage,4,4,5,3,4,3,3,3,Own car,No pets,5,370.0,AED 300-399,Monthly subscription,2,1,0,3,0,0,0,0,0,4,0,Transparent pricing,2,1
LP0788,Budget Expat,Male,21,Indian,2,6600.0,Couple no kids,International City/Al Quoz,4,470.0,2,0,0,0,1,1,0,0,0,0,3,3,5.1,Too expensive,3,3,3,3,4,3,2,1,No car,No pets,4,200.0,AED 200-299,Monthly subscription,2,0,0,1,3,0,0,0,0,2,1,Transparent pricing,2,0
LP0789,Nuclear Family,Male,34,Pakistani,3,18900.0,Family with kids,Deira/Bur Dubai,8,1780.0,5,1,1,0,1,1,0,1,0,0,2,2,6.8,Unreliable quality/timing,4,5,5,4,4,4,3,2,No car,No pets,4,380.0,AED 300-399,Flexible credits,1,2,0,0,3,0,0,0,0,4,3,Verified partners,4,1
LP0790,Premium Resident,Female,42,Arab,5,46600.0,Couple no kids,Mirdif/Sports City,6,3500.0,2,1,1,1,0,1,1,0,1,1,2,3,7.2,Hard to book and track,3,4,5,3,4,2,3,4,Own car,One pet,5,710.0,AED 500-749,Monthly subscription,2,1,0,0,0,0,3,0,0,5,2,Cancellation policy,3,1
LP0791,Budget Expat,Female,25,Indian,3,17300.0,Family with kids,Mirdif/Sports City,3,370.0,3,1,0,0,0,0,0,0,0,0,2,1,5.6,Unreliable quality/timing,2,2,2,2,3,2,2,1,Own car,One pet,2,220.0,AED 200-299,Flexible credits,0,0,0,1,3,2,0,0,0,2,1,Free trial,2,0
LP0792,Nuclear Family,Female,46,Arab,3,10800.0,Family with kids,Mirdif/Sports City,4,2800.0,3,1,1,0,1,0,1,1,0,0,5,3,7.2,Too expensive,3,4,4,4,4,4,4,1,Own car,No pets,4,250.0,AED 200-299,Flexible credits,0,0,2,1,0,3,0,0,0,5,2,Verified partners,2,0
LP0793,Busy Professional,Male,31,Arab,4,33600.0,Family with kids,JLT/Marina,6,960.0,3,0,1,0,1,1,0,1,1,0,1,3,6.2,Unreliable quality/timing,4,3,3,4,4,2,3,2,Own car,No pets,5,390.0,AED 300-399,Annual subscription,0,0,2,1,0,3,0,0,0,5,3,Data privacy,3,1
LP0794,Busy Professional,Female,29,Indian,3,13100.0,Living alone,Mirdif/Sports City,5,500.0,4,1,1,1,1,0,0,0,0,0,3,4,7.8,Too many apps to manage,5,2,4,2,4,2,3,2,Own car,No pets,5,350.0,AED 300-399,Pay per use + discount,0,2,0,1,0,3,0,0,0,4,1,Free trial,3,1
LP0795,Nuclear Family,Female,44,Filipino,2,5100.0,Family with kids,Downtown/Business Bay,9,1520.0,3,1,1,1,1,1,0,0,0,0,3,3,8.6,Unreliable quality/timing,4,3,4,3,3,2,3,2,No car,No pets,5,310.0,AED 300-399,Monthly subscription,0,1,2,0,0,3,0,0,0,2,3,Transparent pricing,3,1
LP0796,Budget Expat,Male,18,Indian,1,3300.0,Couple no kids,JLT/Marina,4,240.0,2,0,0,0,1,1,0,0,0,0,5,2,6.0,Too expensive,4,1,1,1,4,3,4,1,Family car,No pets,3,210.0,AED 200-299,Pay per use + discount,0,0,0,1,3,2,0,0,0,3,2,Transparent pricing,4,0
LP0797,Busy Professional,Male,26,Filipino,4,29500.0,Family with kids,Downtown/Business Bay,4,940.0,3,1,1,1,1,1,0,0,1,0,3,4,9.6,Too many apps to manage,5,4,5,4,4,4,2,1,Own car,One pet,5,350.0,AED 300-399,Annual subscription,0,1,2,0,3,0,0,0,0,5,2,Peer recommendation,2,1
LP0798,Nuclear Family,Female,39,Indian,4,21400.0,Family with kids,Downtown/Business Bay,7,2150.0,3,1,1,0,1,1,1,0,0,1,2,4,7.8,Too many apps to manage,3,4,3,1,4,4,3,2,No car,One pet,5,420.0,AED 400-499,Pay per use + discount,2,0,0,3,1,0,0,0,0,3,3,Data privacy,1,1
LP0799,Nuclear Family,Male,45,Arab,5,45500.0,Extended family,Deira/Bur Dubai,6,2180.0,3,1,0,0,1,0,1,1,1,1,1,4,7.2,Unreliable quality/timing,4,5,2,4,4,3,4,1,No car,One pet,3,430.0,AED 400-499,Annual subscription,1,0,2,0,0,3,0,0,0,3,0,Cancellation policy,3,1
LP0800,Nuclear Family,Male,35,Filipino,3,11300.0,Couple no kids,Deira/Bur Dubai,7,1680.0,3,1,1,1,1,1,1,0,0,0,2,4,9.4,No cross-service loyalty,2,4,3,2,4,3,3,2,Own car,No pets,4,220.0,AED 200-299,Annual subscription,1,0,0,2,0,3,0,0,0,4,1,Cancellation policy,2,1
LP0801,Budget Expat,Male,30,Indian,1,4000.0,Couple no kids,International City/Al Quoz,5,900.0,3,0,0,1,1,0,0,0,0,0,3,2,6.1,Too expensive,3,2,2,2,3,3,1,1,No car,No pets,3,80.0,Below AED 100,Pay per use + discount,3,0,0,1,2,0,0,0,0,2,0,Cancellation policy,3,0
LP0802,Busy Professional,Male,40,British/Western,3,15700.0,Living alone,Downtown/Business Bay,10,640.0,5,0,0,1,1,1,1,0,1,0,1,4,8.2,Too many apps to manage,4,5,3,3,4,4,1,2,Own car,One pet,3,210.0,AED 200-299,Annual subscription,1,0,0,2,3,0,0,0,0,4,3,Cancellation policy,2,1
LP0803,Budget Expat,Female,23,Indian,2,7500.0,Family with kids,JLT/Marina,5,370.0,3,1,0,0,1,1,1,0,0,0,4,2,7.8,Too many apps to manage,2,3,2,1,3,3,2,1,No car,No pets,2,250.0,AED 200-299,Pay per use + discount,3,0,0,1,2,0,0,0,0,4,1,Verified partners,4,0
LP0804,Premium Resident,Male,35,Pakistani,4,33300.0,Living alone,Deira/Bur Dubai,4,3090.0,2,1,1,0,0,1,1,0,1,0,3,3,6.7,Too many apps to manage,2,2,4,2,3,5,4,2,Own car,One pet,4,510.0,AED 500-749,Monthly subscription,0,3,0,0,1,2,0,0,0,4,2,Transparent pricing,1,1
LP0805,Nuclear Family,Male,52,Pakistani,3,13200.0,Family with kids,International City/Al Quoz,7,3920.0,4,0,1,1,1,1,1,0,1,0,2,3,8.7,Too many apps to manage,3,4,3,2,4,5,4,1,Own car,No pets,5,250.0,AED 200-299,Pay per use + discount,2,0,0,3,1,0,0,0,0,3,1,Verified partners,4,1
LP0806,Premium Resident,Male,34,British/Western,2,8800.0,Family with kids,Mirdif/Sports City,4,4060.0,1,1,1,0,1,1,1,1,1,0,1,4,7.1,No personalisation,3,3,3,5,2,3,4,2,Own car,No pets,5,730.0,AED 500-749,Pay per use + discount,0,3,1,0,0,2,0,0,0,3,1,Data privacy,4,1
LP0807,Premium Resident,Male,39,British/Western,3,13800.0,Flatmates,Palm/Emirates Hills,3,4820.0,2,1,1,1,0,1,1,1,1,1,3,5,4.4,Unreliable quality/timing,3,4,3,3,4,4,3,1,Family car,No pets,5,680.0,AED 500-749,Annual subscription,2,0,0,3,1,0,0,0,0,4,1,Free trial,4,1
LP0808,Budget Expat,Male,27,Indian,4,30700.0,Couple no kids,Deira/Bur Dubai,7,810.0,2,1,1,1,0,1,0,0,0,0,4,1,6.2,Unreliable quality/timing,2,3,2,3,2,2,1,1,No car,No pets,2,200.0,AED 200-299,Pay per use + discount,1,0,2,3,0,0,0,0,0,3,1,Free trial,3,0
LP0809,Busy Professional,Male,25,Emirati,4,28500.0,Living alone,Mirdif/Sports City,10,1170.0,4,1,1,1,1,1,0,0,0,0,3,4,7.7,Too many apps to manage,5,5,2,5,4,2,2,2,Own car,No pets,4,440.0,AED 400-499,Monthly subscription,2,0,1,3,0,0,0,0,0,4,3,Free trial,4,1
LP0810,Premium Resident,Female,30,Pakistani,4,33500.0,Family with kids,Other,6,7310.0,5,1,1,1,1,0,1,1,1,1,2,1,7.6,Hard to book and track,4,3,4,5,2,3,4,2,Own car,One pet,4,320.0,AED 300-399,Monthly subscription,0,2,1,0,0,3,0,0,0,5,2,Peer recommendation,2,1
LP0811,Budget Expat,Female,21,Other,5,60200.0,Living alone,International City/Al Quoz,4,580.0,2,0,0,0,0,1,0,0,0,1,2,5,4.8,Hard to book and track,5,4,3,2,3,2,3,1,Own car,No pets,3,280.0,AED 200-299,Pay per use + discount,1,0,0,3,0,2,0,0,0,4,2,Free trial,2,0
LP0812,Busy Professional,Female,29,Arab,2,8900.0,Couple no kids,JLT/Marina,6,1670.0,5,1,1,1,1,1,0,0,1,0,2,3,9.8,Unreliable quality/timing,5,4,3,5,4,3,3,1,Family car,One pet,5,420.0,AED 400-499,Monthly subscription,2,0,1,3,0,0,0,0,0,4,1,Free trial,3,1
LP0813,Busy Professional,Male,32,Pakistani,4,31900.0,Family with kids,JLT/Marina,7,940.0,3,0,1,1,1,0,1,1,1,0,2,4,10.0,Unreliable quality/timing,4,4,3,2,4,4,2,2,Own car,No pets,5,370.0,AED 300-399,Monthly subscription,1,0,0,2,3,0,0,0,0,2,2,Free trial,3,1
LP0814,Busy Professional,Female,36,Pakistani,3,18400.0,Living alone,Downtown/Business Bay,6,1580.0,5,1,1,1,1,1,0,0,1,1,2,4,7.8,Too many apps to manage,5,5,3,3,4,3,3,2,Family car,No pets,5,420.0,AED 400-499,Annual subscription,1,0,0,2,0,0,0,3,0,3,2,Free trial,3,1
LP0815,Busy Professional,Female,32,Indian,2,7700.0,Family with kids,JLT/Marina,5,730.0,4,1,1,1,1,0,0,1,1,0,2,4,8.5,Unreliable quality/timing,4,3,3,3,3,2,2,3,Family car,No pets,5,480.0,AED 400-499,Annual subscription,3,0,0,1,0,0,0,2,0,4,0,Free trial,2,1
LP0816,Busy Professional,Male,27,British/Western,4,24800.0,Living alone,Mirdif/Sports City,9,1850.0,4,1,1,1,1,1,0,0,0,1,1,3,7.9,Too many apps to manage,3,3,4,4,2,3,3,2,Own car,No pets,5,350.0,AED 300-399,Annual subscription,0,1,2,0,3,0,0,0,0,4,2,Transparent pricing,2,1
LP0817,Premium Resident,Male,41,Filipino,5,39100.0,Family with kids,Palm/Emirates Hills,6,10840.0,4,1,1,1,0,1,1,1,1,0,1,4,8.8,Unreliable quality/timing,4,4,5,3,4,4,4,5,Own car,One pet,4,440.0,AED 400-499,Pay per use + discount,0,2,0,0,0,3,1,0,0,3,3,Verified partners,4,1
LP0818,Premium Resident,Female,40,Indian,5,63700.0,Living alone,Deira/Bur Dubai,7,4760.0,2,1,1,1,1,1,1,0,1,1,2,5,7.6,No personalisation,4,4,4,3,4,4,4,3,Own car,One pet,5,630.0,AED 500-749,Annual subscription,3,2,0,0,1,0,0,0,0,4,2,Verified partners,3,1
LP0819,Nuclear Family,Prefer not to say,39,Indian,3,16200.0,Family with kids,Deira/Bur Dubai,9,4230.0,5,1,1,0,1,1,0,1,1,0,3,2,7.4,No cross-service loyalty,3,5,3,4,5,2,4,1,Own car,No pets,4,640.0,AED 500-749,Monthly subscription,2,0,3,1,0,0,0,0,0,4,1,Data privacy,3,1
LP0820,Nuclear Family,Male,41,Pakistani,2,5100.0,Family with kids,Deira/Bur Dubai,6,2110.0,3,1,1,1,1,0,1,1,0,0,5,4,8.2,Too many apps to manage,4,5,4,3,5,4,4,2,No car,No pets,5,270.0,AED 200-299,Monthly subscription,1,3,0,2,0,0,0,0,0,2,1,Free trial,1,0
LP0821,Busy Professional,Male,36,Filipino,4,29600.0,Living alone,Downtown/Business Bay,8,1340.0,3,1,0,1,1,1,0,0,0,0,1,4,8.3,Too many apps to manage,5,4,3,5,3,4,1,2,Own car,No pets,5,300.0,AED 300-399,Flexible credits,2,0,1,0,3,0,0,0,0,5,3,Free trial,2,1
LP0822,Busy Professional,Female,34,Arab,4,22800.0,Flatmates,Mirdif/Sports City,6,1530.0,4,1,1,0,1,1,0,0,1,0,1,3,6.4,Unreliable quality/timing,4,4,4,5,5,4,2,2,Family car,No pets,5,280.0,AED 200-299,Annual subscription,3,0,2,1,0,0,0,0,0,3,2,Verified partners,2,1
LP0823,Busy Professional,Male,26,Indian,4,32800.0,Flatmates,Other,7,1100.0,3,1,1,0,1,1,0,0,1,1,3,4,7.7,Unreliable quality/timing,5,3,4,2,4,5,4,2,No car,No pets,4,550.0,AED 500-749,Monthly subscription,0,3,0,2,1,0,0,0,0,5,2,Peer recommendation,3,1
LP0824,Busy Professional,Male,28,British/Western,2,6900.0,Living alone,JLT/Marina,5,1030.0,4,1,1,0,1,1,0,0,1,0,2,4,7.7,No personalisation,4,3,4,4,5,3,4,2,Own car,One pet,5,340.0,AED 300-399,Monthly subscription,0,2,3,1,0,0,0,0,0,5,2,Peer recommendation,2,1
